Year,Animal_Type,breed,cnt,total,share,rank_in_year_type,prev_cnt,yoy_cnt_diff,yoy_cnt_pct_change,prev_share,yoy_share_point_diff,yoy_share_pct_change
2023,DOG,POTCAKE,27,44954,0.0006,123,null,null,null,null,null,null
2024,DOG,POTCAKE,27,46201,0.0006,121,27,0,0,0.0006,0,0
2025,DOG,POTCAKE,25,37502,0.0007,120,27,-2,-0.0741,0.0006,0.0001,0.1667
2023,DOG,PRESA CANARIO,53,44954,0.0012,98,null,null,null,null,null,null
2024,DOG,PRESA CANARIO,69,46201,0.0015,88,53,16,0.3019,0.0012,0.0003,0.25
2025,DOG,PRESA CANARIO,47,37502,0.0013,96,69,-22,-0.3188,0.0015,-0.0002,-0.1333
2025,DOG,PUDDLE,1,37502,0,309,null,null,null,null,null,null
2023,DOG,PUDELPOINTER,5,44954,0.0001,203,null,null,null,null,null,null
2024,DOG,PUDELPOINTER,5,46201,0.0001,198,5,0,0,0.0001,0,0
2025,DOG,PUDELPOINTER,5,37502,0.0001,196,5,0,0,0.0001,0,0
2023,DOG,PUG,479,44954,0.0107,26,null,null,null,null,null,null
2024,DOG,PUG,466,46201,0.0101,27,479,-13,-0.0271,0.0107,-0.0006,-0.0561
2025,DOG,PUG,357,37502,0.0095,29,466,-109,-0.2339,0.0101,-0.0006,-0.0594
2023,DOG,PUG X POODLE,1,44954,0,268,null,null,null,null,null,null
2024,DOG,PUG X POODLE,1,46201,0,291,1,0,0,0,0,null
2025,DOG,PUG X POODLE,1,37502,0,310,1,0,0,0,0,null
2023,DOG,PULI,14,44954,0.0003,155,null,null,null,null,null,null
2024,DOG,PULI,10,46201,0.0002,173,14,-4,-0.2857,0.0003,-0.0001,-0.3333
2025,DOG,PULI,8,37502,0.0002,173,10,-2,-0.2,0.0002,0,0
2023,DOG,PUMI,1,44954,0,269,null,null,null,null,null,null
2024,DOG,PUMI,1,46201,0,292,1,0,0,0,0,null
2025,DOG,PUMI,1,37502,0,311,1,0,0,0,0,null
2023,DOG,PYRENEAN SHEPHERD,5,44954,0.0001,204,null,null,null,null,null,null
2024,DOG,PYRENEAN SHEPHERD,11,46201,0.0002,170,5,6,1.2,0.0001,0.0001,1
2025,DOG,PYRENEAN SHEPHERD,5,37502,0.0001,197,11,-6,-0.5455,0.0002,-0.0001,-0.5
2023,DOG,RAT TERRIER,85,44954,0.0019,73,null,null,null,null,null,null
2024,DOG,RAT TERRIER,91,46201,0.002,71,85,6,0.0706,0.0019,0.0001,0.0526
2025,DOG,RAT TERRIER,80,37502,0.0021,68,91,-11,-0.1209,0.002,0.0001,0.05
2025,DOG,RAT TERRIER - B,2,37502,0.0001,243,null,null,null,null,null,null
2023,DOG,REDBONE COONHOUND,21,44954,0.0005,133,null,null,null,null,null,null
2024,DOG,REDBONE COONHOUND,18,46201,0.0004,144,21,-3,-0.1429,0.0005,-0.0001,-0.2
2025,DOG,REDBONE COONHOUND,16,37502,0.0004,140,18,-2,-0.1111,0.0004,0,0
2023,DOG,RHODESIAN RIDGEBACK,108,44954,0.0024,63,null,null,null,null,null,null
2024,DOG,RHODESIAN RIDGEBACK,108,46201,0.0023,65,108,0,0,0.0024,-0.0001,-0.0417
2025,DOG,RHODESIAN RIDGEBACK,72,37502,0.0019,72,108,-36,-0.3333,0.0023,-0.0004,-0.1739
2023,DOG,ROTTWEILER,425,44954,0.0095,28,null,null,null,null,null,null
2024,DOG,ROTTWEILER,420,46201,0.0091,30,425,-5,-0.0118,0.0095,-0.0004,-0.0421
2025,DOG,ROTTWEILER,363,37502,0.0097,28,420,-57,-0.1357,0.0091,0.0006,0.0659
2025,DOG,ROTTWEILER MIX,1,37502,0,312,null,null,null,null,null,null
2024,DOG,RUSSIAN SPITZ,1,46201,0,293,null,null,null,null,null,null
2023,DOG,RUSSIAN TOY TERRIER,2,44954,0,231,null,null,null,null,null,null
2024,DOG,RUSSIAN TOY TERRIER,2,46201,0,234,2,0,0,0,0,null
2025,DOG,RUSSIAN TOY TERRIER,1,37502,0,313,2,-1,-0.5,0,0,null
2023,DOG,SAINT BERNARD ROUGH,72,44954,0.0016,82,null,null,null,null,null,null
2024,DOG,SAINT BERNARD ROUGH,73,46201,0.0016,83,72,1,0.0139,0.0016,0,0
2025,DOG,SAINT BERNARD ROUGH,62,37502,0.0017,78,73,-11,-0.1507,0.0016,0.0001,0.0625
2023,DOG,SAINT BERNARD SMOOTH,31,44954,0.0007,118,null,null,null,null,null,null
2024,DOG,SAINT BERNARD SMOOTH,39,46201,0.0008,113,31,8,0.2581,0.0007,0.0001,0.1429
2025,DOG,SAINT BERNARD SMOOTH,32,37502,0.0009,109,39,-7,-0.1795,0.0008,0.0001,0.125
2023,DOG,SALUKI,26,44954,0.0006,126,null,null,null,null,null,null
2024,DOG,SALUKI,25,46201,0.0005,126,26,-1,-0.0385,0.0006,-0.0001,-0.1667
2025,DOG,SALUKI,26,37502,0.0007,118,25,1,0.04,0.0005,0.0002,0.4
2023,DOG,SAMOYED,168,44954,0.0037,48,null,null,null,null,null,null
2024,DOG,SAMOYED,169,46201,0.0037,50,168,1,0.006,0.0037,0,0
2025,DOG,SAMOYED,151,37502,0.004,46,169,-18,-0.1065,0.0037,0.0003,0.0811
2023,DOG,SCHAPENDOES,21,44954,0.0005,134,null,null,null,null,null,null
2024,DOG,SCHAPENDOES,15,46201,0.0003,153,21,-6,-0.2857,0.0005,-0.0002,-0.4
2025,DOG,SCHAPENDOES,13,37502,0.0003,152,15,-2,-0.1333,0.0003,0,0
2023,DOG,SCHIPPERKE,8,44954,0.0002,181,null,null,null,null,null,null
2024,DOG,SCHIPPERKE,5,46201,0.0001,199,8,-3,-0.375,0.0002,-0.0001,-0.5
2025,DOG,SCHIPPERKE,6,37502,0.0002,186,5,1,0.2,0.0001,0.0001,1
2023,DOG,SCHNAUZER,1,44954,0,270,null,null,null,null,null,null
2024,DOG,SCHNAUZER,1,46201,0,294,1,0,0,0,0,null
2025,DOG,SCHNAUZER,1,37502,0,314,1,0,0,0,0,null
2023,DOG,SCOTTISH DEERHOUND,6,44954,0.0001,198,null,null,null,null,null,null
2024,DOG,SCOTTISH DEERHOUND,6,46201,0.0001,194,6,0,0,0.0001,0,0
2025,DOG,SCOTTISH DEERHOUND,6,37502,0.0002,187,6,0,0,0.0001,0.0001,1
2024,DOG,SCOTTISH FOLD,1,46201,0,295,null,null,null,null,null,null
2023,DOG,SCOTTISH TERRIER,58,44954,0.0013,90,null,null,null,null,null,null
2024,DOG,SCOTTISH TERRIER,58,46201,0.0013,95,58,0,0,0.0013,0,0
2025,DOG,SCOTTISH TERRIER,54,37502,0.0014,86,58,-4,-0.069,0.0013,0.0001,0.0769
2023,DOG,SEALYHAM TERRIER,3,44954,0.0001,221,null,null,null,null,null,null
2024,DOG,SEALYHAM TERRIER,5,46201,0.0001,200,3,2,0.6667,0.0001,0,0
2025,DOG,SEALYHAM TERRIER,2,37502,0.0001,244,5,-3,-0.6,0.0001,0,0
2025,DOG,SETTER (IRISH),1,37502,0,315,null,null,null,null,null,null
2023,DOG,SHEEPADOODLE,1,44954,0,271,null,null,null,null,null,null
2024,DOG,SHEEPADOODLE,1,46201,0,296,1,0,0,0,0,null
2025,DOG,SHEEPADOODLE,2,37502,0.0001,245,1,1,1,0,0.0001,null
2025,DOG,SHEPHERD LAB MI,1,37502,0,316,null,null,null,null,null,null
2025,DOG,SHEPHERD MALINI,1,37502,0,317,null,null,null,null,null,null
2025,DOG,SHEPPARD LABRAD,1,37502,0,318,null,null,null,null,null,null
2023,DOG,SHETLAND SHEEPDOG,196,44954,0.0044,43,null,null,null,null,null,null
2024,DOG,SHETLAND SHEEPDOG,183,46201,0.004,46,196,-13,-0.0663,0.0044,-0.0004,-0.0909
2025,DOG,SHETLAND SHEEPDOG,148,37502,0.0039,47,183,-35,-0.1913,0.004,-0.0001,-0.025
2025,DOG,SHI-POO,1,37502,0,319,null,null,null,null,null,null
2024,DOG,SHIATSU,1,46201,0,297,null,null,null,null,null,null
2023,DOG,SHIBA INU,300,44954,0.0067,34,null,null,null,null,null,null
2024,DOG,SHIBA INU,320,46201,0.0069,33,300,20,0.0667,0.0067,0.0002,0.0299
2025,DOG,SHIBA INU,257,37502,0.0069,36,320,-63,-0.1969,0.0069,0,0
2023,DOG,SHIH TZU,1,44954,0,272,null,null,null,null,null,null
2024,DOG,SHIH TZU,1,46201,0,298,1,0,0,0,0,null
2025,DOG,SHIH TZU,3,37502,0.0001,219,1,2,2,0,0.0001,null
2024,DOG,SHIH TZU - POOD,1,46201,0,299,null,null,null,null,null,null
2023,DOG,SHIH TZU MIX,1,44954,0,273,null,null,null,null,null,null
2024,DOG,SHIH TZU MIX,1,46201,0,300,1,0,0,0,0,null
2025,DOG,SHIH TZU MIX,1,37502,0,320,1,0,0,0,0,null
2025,DOG,SHIH TZU POODLE,1,37502,0,321,null,null,null,null,null,null
2025,DOG,SHIH TZU X TOY,1,37502,0,322,null,null,null,null,null,null
2023,DOG,SHIHPOO,2,44954,0,232,null,null,null,null,null,null
2024,DOG,SHIHPOO,3,46201,0.0001,225,2,1,0.5,0,0.0001,null
2025,DOG,SHIHPOO,4,37502,0.0001,206,3,1,0.3333,0.0001,0,0
2023,DOG,SHIHTZU,1961,44954,0.0436,4,null,null,null,null,null,null
2024,DOG,SHIHTZU,1989,46201,0.0431,4,1961,28,0.0143,0.0436,-0.0005,-0.0115
2025,DOG,SHIHTZU,1508,37502,0.0402,4,1989,-481,-0.2418,0.0431,-0.0029,-0.0673
2023,DOG,SHIKOKU,1,44954,0,274,null,null,null,null,null,null
2024,DOG,SHIKOKU,1,46201,0,301,1,0,0,0,0,null
2024,DOG,SHILOH SHEPHERD,1,46201,0,302,null,null,null,null,null,null
2025,DOG,SHILOH SHEPHERD,1,37502,0,323,1,0,0,0,0,null
2024,DOG,SIAMESE,2,46201,0,235,null,null,null,null,null,null
2023,DOG,SIBERIAN HUSKY,1283,44954,0.0285,8,null,null,null,null,null,null
2024,DOG,SIBERIAN HUSKY,1308,46201,0.0283,8,1283,25,0.0195,0.0285,-0.0002,-0.007
2025,DOG,SIBERIAN HUSKY,1016,37502,0.0271,8,1308,-292,-0.2232,0.0283,-0.0012,-0.0424
2023,DOG,SILKEN WINDHOUND,1,44954,0,275,null,null,null,null,null,null
2024,DOG,SILKEN WINDHOUND,3,46201,0.0001,226,1,2,2,0,0.0001,null
2025,DOG,SILKEN WINDHOUND,4,37502,0.0001,207,3,1,0.3333,0.0001,0,0
2023,DOG,SILKY TERRIER,8,44954,0.0002,182,null,null,null,null,null,null
2024,DOG,SILKY TERRIER,10,46201,0.0002,174,8,2,0.25,0.0002,0,0
2025,DOG,SILKY TERRIER,4,37502,0.0001,208,10,-6,-0.6,0.0002,-0.0001,-0.5
2023,DOG,SKYE TERRIER,2,44954,0,233,null,null,null,null,null,null
2024,DOG,SKYE TERRIER,2,46201,0,236,2,0,0,0,0,null
2025,DOG,SKYE TERRIER,6,37502,0.0002,188,2,4,2,0,0.0002,null
2023,DOG,SLOVENSKY KOPOV,2,44954,0,234,null,null,null,null,null,null
2024,DOG,SLOVENSKY KOPOV,1,46201,0,303,2,-1,-0.5,0,0,null
2023,DOG,SOFT COATED WHEATEN TERRIER,321,44954,0.0071,33,null,null,null,null,null,null
2024,DOG,SOFT COATED WHEATEN TERRIER,291,46201,0.0063,38,321,-30,-0.0935,0.0071,-0.0008,-0.1127
2025,DOG,SOFT COATED WHEATEN TERRIER,229,37502,0.0061,37,291,-62,-0.2131,0.0063,-0.0002,-0.0317
2023,DOG,SPANIEL,1,44954,0,276,null,null,null,null,null,null
2025,DOG,SPANIEL (FRENCH,1,37502,0,324,null,null,null,null,null,null
2023,DOG,SPANISH WATER DOG,12,44954,0.0003,165,null,null,null,null,null,null
2024,DOG,SPANISH WATER DOG,12,46201,0.0003,167,12,0,0,0.0003,0,0
2025,DOG,SPANISH WATER DOG,10,37502,0.0003,163,12,-2,-0.1667,0.0003,0,0
2023,DOG,SPHYNX,1,44954,0,277,null,null,null,null,null,null
2023,DOG,SPINONE ITALIANO,15,44954,0.0003,149,null,null,null,null,null,null
2024,DOG,SPINONE ITALIANO,12,46201,0.0003,168,15,-3,-0.2,0.0003,0,0
2025,DOG,SPINONE ITALIANO,9,37502,0.0002,167,12,-3,-0.25,0.0003,-0.0001,-0.3333
2024,DOG,SPITZ MIX,1,46201,0,304,null,null,null,null,null,null
2023,DOG,STAFFORDSHIRE BULL TERRIER,35,44954,0.0008,111,null,null,null,null,null,null
2024,DOG,STAFFORDSHIRE BULL TERRIER,28,46201,0.0006,118,35,-7,-0.2,0.0008,-0.0002,-0.25
2025,DOG,STAFFORDSHIRE BULL TERRIER,19,37502,0.0005,132,28,-9,-0.3214,0.0006,-0.0001,-0.1667
2023,DOG,STANDARD SCHNAUZER,148,44954,0.0033,53,null,null,null,null,null,null
2024,DOG,STANDARD SCHNAUZER,136,46201,0.0029,58,148,-12,-0.0811,0.0033,-0.0004,-0.1212
2025,DOG,STANDARD SCHNAUZER,109,37502,0.0029,56,136,-27,-0.1985,0.0029,0,0
2023,DOG,SUSSEX SPANIEL,1,44954,0,278,null,null,null,null,null,null
2024,DOG,SUSSEX SPANIEL,1,46201,0,305,1,0,0,0,0,null
2025,DOG,SUSSEX SPANIEL,1,37502,0,325,1,0,0,0,0,null
2023,DOG,SWEDISH VALLHUND,2,44954,0,235,null,null,null,null,null,null
2024,DOG,SWEDISH VALLHUND,2,46201,0,237,2,0,0,0,0,null
2025,DOG,SWEDISH VALLHUND,2,37502,0.0001,246,2,0,0,0,0.0001,null
2024,DOG,SWISS BULLDOG,2,46201,0,238,null,null,null,null,null,null
2025,DOG,SWISS BULLDOG,1,37502,0,326,2,-1,-0.5,0,0,null
2023,DOG,SWISS HOUND,1,44954,0,279,null,null,null,null,null,null
2024,DOG,SWISS HOUND,2,46201,0,239,1,1,1,0,0,null
2025,DOG,SWISS HOUND,2,37502,0.0001,247,2,0,0,0,0.0001,null
2024,DOG,SWISS RIDGE DOO,2,46201,0,240,null,null,null,null,null,null
2024,DOG,TAHLTAN BEAR DOG,2,46201,0,241,null,null,null,null,null,null
2023,DOG,TAMASKAN,1,44954,0,280,null,null,null,null,null,null
2024,DOG,TAMASKAN,1,46201,0,306,1,0,0,0,0,null
2025,DOG,TAMASKAN,1,37502,0,327,1,0,0,0,0,null
2023,DOG,TERRIER,558,44954,0.0124,21,null,null,null,null,null,null
2024,DOG,TERRIER,562,46201,0.0122,24,558,4,0.0072,0.0124,-0.0002,-0.0161
2025,DOG,TERRIER,453,37502,0.0121,25,562,-109,-0.194,0.0122,-0.0001,-0.0082
2025,DOG,TERRIER AND YOR,1,37502,0,328,null,null,null,null,null,null
2023,DOG,TERRIER MIX,1,44954,0,281,null,null,null,null,null,null
2024,DOG,TERRIER MIX,2,46201,0,242,1,1,1,0,0,null
2025,DOG,TERRIER MIX,2,37502,0.0001,248,2,0,0,0,0.0001,null
2025,DOG,TERRIOR MIX,1,37502,0,329,null,null,null,null,null,null
2023,DOG,TIBETAN MASTIFF,5,44954,0.0001,205,null,null,null,null,null,null
2024,DOG,TIBETAN MASTIFF,5,46201,0.0001,201,5,0,0,0.0001,0,0
2025,DOG,TIBETAN MASTIFF,6,37502,0.0002,189,5,1,0.2,0.0001,0.0001,1
2023,DOG,TIBETAN SPANIEL,19,44954,0.0004,141,null,null,null,null,null,null
2024,DOG,TIBETAN SPANIEL,28,46201,0.0006,119,19,9,0.4737,0.0004,0.0002,0.5
2025,DOG,TIBETAN SPANIEL,14,37502,0.0004,146,28,-14,-0.5,0.0006,-0.0002,-0.3333
2023,DOG,TIBETAN TERRIER,33,44954,0.0007,114,null,null,null,null,null,null
2024,DOG,TIBETAN TERRIER,27,46201,0.0006,122,33,-6,-0.1818,0.0007,-0.0001,-0.1429
2025,DOG,TIBETAN TERRIER,17,37502,0.0005,137,27,-10,-0.3704,0.0006,-0.0001,-0.1667
2023,DOG,TOSA,2,44954,0,236,null,null,null,null,null,null
2024,DOG,TOSA,1,46201,0,307,2,-1,-0.5,0,0,null
2023,DOG,TOY FOX TERRIER,8,44954,0.0002,183,null,null,null,null,null,null
2024,DOG,TOY FOX TERRIER,9,46201,0.0002,177,8,1,0.125,0.0002,0,0
2025,DOG,TOY FOX TERRIER,11,37502,0.0003,159,9,2,0.2222,0.0002,0.0001,0.5
2023,DOG,TREEING CUR,9,44954,0.0002,177,null,null,null,null,null,null
2024,DOG,TREEING CUR,8,46201,0.0002,184,9,-1,-0.1111,0.0002,0,0
2025,DOG,TREEING CUR,8,37502,0.0002,174,8,0,0,0.0002,0,0
2023,DOG,TREEING TENNESSEE BRINDLE,2,44954,0,237,null,null,null,null,null,null
2024,DOG,TREEING TENNESSEE BRINDLE,2,46201,0,243,2,0,0,0,0,null
2023,DOG,TREEING WALKER COONHOUND,18,44954,0.0004,143,null,null,null,null,null,null
2024,DOG,TREEING WALKER COONHOUND,19,46201,0.0004,140,18,1,0.0556,0.0004,0,0
2025,DOG,TREEING WALKER COONHOUND,15,37502,0.0004,144,19,-4,-0.2105,0.0004,0,0
2025,DOG,UKNOWN,1,37502,0,330,null,null,null,null,null,null
2023,DOG,UNKNOWN,284,44954,0.0063,35,null,null,null,null,null,null
2024,DOG,UNKNOWN,693,46201,0.015,19,284,409,1.4401,0.0063,0.0087,1.381
2025,DOG,UNKNOWN,839,37502,0.0224,12,693,146,0.2107,0.015,0.0074,0.4933
2023,DOG,VIZSLA,185,44954,0.0041,45,null,null,null,null,null,null
2024,DOG,VIZSLA,180,46201,0.0039,47,185,-5,-0.027,0.0041,-0.0002,-0.0488
2025,DOG,VIZSLA,145,37502,0.0039,49,180,-35,-0.1944,0.0039,0,0
2025,DOG,VIZSLA (SMOOTH),1,37502,0,331,null,null,null,null,null,null
2023,DOG,WEIMARANER,70,44954,0.0016,83,null,null,null,null,null,null
2024,DOG,WEIMARANER,71,46201,0.0015,85,70,1,0.0143,0.0016,-0.0001,-0.0625
2025,DOG,WEIMARANER,48,37502,0.0013,95,71,-23,-0.3239,0.0015,-0.0002,-0.1333
2023,DOG,WELSH SPRINGER SPANIEL,36,44954,0.0008,109,null,null,null,null,null,null
2024,DOG,WELSH SPRINGER SPANIEL,40,46201,0.0009,110,36,4,0.1111,0.0008,0.0001,0.125
2025,DOG,WELSH SPRINGER SPANIEL,26,37502,0.0007,119,40,-14,-0.35,0.0009,-0.0002,-0.2222
2023,DOG,WELSH TERRIER,26,44954,0.0006,127,null,null,null,null,null,null
2024,DOG,WELSH TERRIER,25,46201,0.0005,127,26,-1,-0.0385,0.0006,-0.0001,-0.1667
2025,DOG,WELSH TERRIER,16,37502,0.0004,141,25,-9,-0.36,0.0005,-0.0001,-0.2
2023,DOG,WEST HIGHLAND WHITE TERRIER,339,44954,0.0075,31,null,null,null,null,null,null
2024,DOG,WEST HIGHLAND WHITE TERRIER,314,46201,0.0068,34,339,-25,-0.0737,0.0075,-0.0007,-0.0933
2025,DOG,WEST HIGHLAND WHITE TERRIER,259,37502,0.0069,34,314,-55,-0.1752,0.0068,0.0001,0.0147
2023,DOG,WESTHIGHLAND TE,1,44954,0,282,null,null,null,null,null,null
2023,DOG,WHEATON TERRIOR,1,44954,0,283,null,null,null,null,null,null
2024,DOG,WHEATON TERRIOR,1,46201,0,308,1,0,0,0,0,null
2023,DOG,WHIPPET,162,44954,0.0036,49,null,null,null,null,null,null
2024,DOG,WHIPPET,188,46201,0.0041,45,162,26,0.1605,0.0036,0.0005,0.1389
2025,DOG,WHIPPET,155,37502,0.0041,45,188,-33,-0.1755,0.0041,0,0
2024,DOG,WHITE SHEPHERD,3,46201,0.0001,227,null,null,null,null,null,null
2025,DOG,WHOODLE,1,37502,0,332,null,null,null,null,null,null
2023,DOG,WIREHAIRED POINTING GRIFFON,20,44954,0.0004,136,null,null,null,null,null,null
2024,DOG,WIREHAIRED POINTING GRIFFON,21,46201,0.0005,135,20,1,0.05,0.0004,0.0001,0.25
2025,DOG,WIREHAIRED POINTING GRIFFON,16,37502,0.0004,142,21,-5,-0.2381,0.0005,-0.0001,-0.2
2023,DOG,WIREHAIRED VIZSLA,7,44954,0.0002,192,null,null,null,null,null,null
2024,DOG,WIREHAIRED VIZSLA,9,46201,0.0002,178,7,2,0.2857,0.0002,0,0
2025,DOG,WIREHAIRED VIZSLA,8,37502,0.0002,175,9,-1,-0.1111,0.0002,0,0
2023,DOG,WOLF HYBRID,2,44954,0,238,null,null,null,null,null,null
2024,DOG,WOLF HYBRID,1,46201,0,309,2,-1,-0.5,0,0,null
2025,DOG,WOLF HYBRID,2,37502,0.0001,249,1,1,1,0,0.0001,null
2023,DOG,XOLOITZCUINTLI,16,44954,0.0004,148,null,null,null,null,null,null
2024,DOG,XOLOITZCUINTLI,13,46201,0.0003,160,16,-3,-0.1875,0.0004,-0.0001,-0.25
2025,DOG,XOLOITZCUINTLI,9,37502,0.0002,168,13,-4,-0.3077,0.0003,-0.0001,-0.3333
2025,DOG,YELLOW LABRADOR,1,37502,0,333,null,null,null,null,null,null
2025,DOG,YORKIE MALTESE,1,37502,0,334,null,null,null,null,null,null
2023,DOG,YORKSHIRE TERRIER,1166,44954,0.0259,10,null,null,null,null,null,null
2024,DOG,YORKSHIRE TERRIER,1130,46201,0.0245,11,1166,-36,-0.0309,0.0259,-0.0014,-0.0541
2025,DOG,YORKSHIRE TERRIER,838,37502,0.0223,13,1130,-292,-0.2584,0.0245,-0.0022,-0.0898
